"label.csv_policies.customer","label.csv_policies.state","fact.csv_policies.customer_lifetime_value","label.csv_policies.coverage","label.csv_policies.education","effective_to_date","label.csv_policies.employmentstatus","label.csv_policies.gender","fact.csv_policies.income","label.csv_policies.marital_status","fact.csv_policies.monthly_premium_auto","label.csv_policies.policy_type","label.csv_policies.renew_offer_type","label.csv_policies.sales_channel","fact.csv_policies.total_claim_amount","label.csv_policies.vehicle_class","label.csv_policies.vehicle_size"
"GU42084","Arizona","4247.683347","Basic","Bachelor","08/26/2015","Employed","M","44537","Married","106","Corporate Auto","Offer3","Branch","441.907057","Sports Car","Small"
"ZH93283","Arizona","6005.847375","Extended","College","09/23/2015","Retired","M","13528","Single","86","Personal Auto","Offer1","Agent","412.8","Four-Door Car","Medsize"
"WF51811","Arizona","2719.506996","Basic","College","08/24/2015","Retired","F","14030","Married","72","Personal Auto","Offer2","Branch","345.6","Two-Door Car","Large"
"RL51023","Arizona","4185.757242","Basic","College","09/16/2015","Unemployed","M","0","Single","64","Corporate Auto","Offer2","Call Center","492.644465","Four-Door Car","Small"
"NQ67659","Nevada","33473.34946","Basic","Bachelor","08/11/2015","Employed","F","33190","Divorced","106","Personal Auto","Offer1","Web","508.8","SUV","Medsize"
"KI45566","Nevada","7331.508054","Basic","College","08/29/2015","Unemployed","M","0","Married","100","Personal Auto","Offer1","Branch","61.580247","Sports Car","Small"
"WB68229","Arizona","9320.284812","Premium","Bachelor","08/03/2015","Employed","F","21033","Married","118","Personal Auto","Offer3","Call Center","738.975495","Two-Door Car","Small"
"UF84144","Washington","3312.323945","Extended","College","08/08/2015","Employed","M","26285","Married","84","Corporate Auto","Offer3","Call Center","403.2","Four-Door Car","Medsize"
"ZH28312","California","5560.278162","Basic","Bachelor","09/14/2015","Unemployed","F","0","Married","74","Corporate Auto","Offer1","Branch","65.953005","Four-Door Car","Medsize"
"GK48045","Washington","8214.602384","Basic","College","08/06/2015","Employed","F","73245","Married","68","Personal Auto","Offer3","Branch","305.121363","Four-Door Car","Medsize"
"HZ67642","California","8647.139152","Basic","Bachelor","09/13/2015","Unemployed","M","0","Married","119","Personal Auto","Offer4","Web","244.816163","SUV","Small"
"HE12295","California","4446.738622","Basic","High School or Below","09/24/2015","Unemployed","M","0","Single","61","Personal Auto","Offer1","Branch","616.279356","Four-Door Car","Medsize"
"XL66550","Oregon","7769.841954","Basic","Bachelor","08/17/2015","Employed","M","74365","Divorced","193","Corporate Auto","Offer1","Call Center","926.4","Luxury Car","Small"
"AL27471","Oregon","3911.118202","Extended","Doctor","09/07/2015","Employed","M","30821","Married","97","Personal Auto","Offer2","Web","451.319227","Four-Door Car","Medsize"
"NG94479","Arizona","2731.520409","Basic","High School or Below","08/02/2015","Employed","F","69844","Married","68","Corporate Auto","Offer2","Branch","184.379697","Four-Door Car","Medsize"
"WR58220","Oregon","8401.788653","Extended","Bachelor","08/30/2015","Unemployed","M","0","Single","124","Personal Auto","Offer2","Web","595.2","SUV","Medsize"
"RT64920","Oregon","5875.038074","Basic","Master","08/02/2015","Employed","M","55836","Married","73","Personal Auto","Offer1","Web","314.936185","Four-Door Car","Medsize"
"IR58695","Oregon","6188.379423","Extended","High School or Below","09/10/2015","Employed","M","40352","Married","77","Corporate Auto","Offer1","Web","406.367233","Four-Door Car","Small"
"AS93181","Arizona","4506.577736","Basic","Bachelor","08/31/2015","Disabled","F","14985","Married","116","Personal Auto","Offer1","Call Center","571.319514","Sports Car","Medsize"
"ML23548","Arizona","10548.53703","Extended","Doctor","08/15/2015","Employed","F","27458","Married","131","Personal Auto","Offer3","Call Center","730.373515","Sports Car","Medsize"
"PU71194","Oregon","35203.57475","Premium","Bachelor","09/26/2015","Employed","F","56343","Divorced","295","Personal Auto","Offer1","Branch","1612.962321","Luxury Car","Medsize"
"QT46430","California","8193.750001","Basic","College","08/01/2015","Medical Leave","F","12780","Married","111","Personal Auto","Offer2","Call Center","225.437098","Sports Car","Medsize"
"WP83694","California","5313.436344","Extended","Bachelor","08/22/2015","Employed","F","68558","Married","131","Personal Auto","Offer1","Agent","280.903779","SUV","Medsize"
"UE19977","California","4379.770178","Premium","College","09/22/2015","Employed","F","47747","Divorced","111","Personal Auto","Offer3","Web","165.588524","Two-Door Car","Medsize"
"WC83942","Oregon","20885.55547","Extended","Bachelor","08/23/2015","Medical Leave","M","16113","Married","81","Corporate Auto","Offer2","Web","494.890996","Four-Door Car","Small"
"HZ62410","Oregon","2771.963072","Extended","Bachelor","08/03/2015","Unemployed","M","0","Single","79","Personal Auto","Offer1","Agent","379.2","Four-Door Car","Medsize"
"CE72177","California","5461.548993","Basic","High School or Below","08/07/2015","Employed","F","39626","Married","69","Personal Auto","Offer2","Agent","485.705851","Four-Door Car","Large"
"YI89801","California","2570.235172","Basic","High School or Below","09/17/2015","Employed","F","49304","Single","65","Corporate Auto","Offer1","Agent","312","Four-Door Car","Medsize"
"KB53430","Oregon","2227.072755","Basic","High School or Below","08/05/2015","Retired","M","27972","Married","61","Personal Auto","Offer3","Web","292.8","Four-Door Car","Medsize"
"KB50999","California","5394.000979","Basic","College","09/03/2015","Employed","F","27568","Married","68","Personal Auto","Offer3","Call Center","278.689331","Two-Door Car","Medsize"
"JO17193","Washington","2300.691547","Basic","Bachelor","08/15/2015","Retired","M","25905","Divorced","63","Personal Auto","Offer1","Agent","302.4","Four-Door Car","Large"
"BO42776","Washington","25360.10404","Basic","Bachelor","08/03/2015","Employed","M","21442","Married","108","Corporate Auto","Offer1","Agent","518.4","SUV","Medsize"
"OZ19432","Nevada","4374.038985","Premium","High School or Below","08/14/2015","Employed","F","34516","Married","113","Special Auto","Offer4","Branch","42.950852","Four-Door Car","Medsize"
"VT34834","Nevada","4953.358432","Basic","High School or Below","09/08/2015","Unemployed","M","0","Married","68","Personal Auto","Offer3","Branch","342.468248","Four-Door Car","Small"
"MI65698","Oregon","4590.811214","Premium","College","09/01/2015","Employed","F","28354","Divorced","118","Personal Auto","Offer2","Agent","320.327775","Two-Door Car","Large"
"IG85969","Arizona","5062.37379","Basic","College","08/21/2015","Unemployed","F","0","Single","72","Personal Auto","Offer3","Call Center","345.6","Two-Door Car","Large"
"SE72928","California","9075.768214","Basic","Master","08/26/2015","Employed","M","37722","Single","116","Personal Auto","Offer1","Agent","158.077504","Sports Car","Medsize"
"QV47358","Arizona","8133.157212","Basic","Bachelor","08/25/2015","Employed","F","32021","Single","70","Personal Auto","Offer1","Call Center","336","Four-Door Car","Small"
"HR50405","Oregon","2869.301319","Basic","Bachelor","09/24/2015","Medical Leave","F","13393","Married","73","Personal Auto","Offer2","Branch","34.708194","Four-Door Car","Medsize"
"MN53151","Oregon","27937.75093","Basic","College","09/05/2015","Retired","M","13624","Divorced","117","Personal Auto","Offer4","Agent","561.6","Sports Car","Medsize"
"VD64777","Nevada","2606.186321","Basic","College","08/19/2015","Employed","F","27800","Single","67","Personal Auto","Offer4","Web","321.6","Two-Door Car","Medsize"
"EG21289","California","7764.273102","Basic","College","09/04/2015","Employed","F","58419","Married","191","Personal Auto","Offer4","Call Center","202.468807","Luxury Car","Medsize"
"YI85251","Nevada","18380.39026","Extended","High School or Below","09/08/2015","Employed","M","50407","Married","92","Personal Auto","Offer1","Agent","352.060768","Four-Door Car","Medsize"
"RD61361","Arizona","6102.953572","Extended","Bachelor","09/05/2015","Unemployed","F","0","Single","84","Personal Auto","Offer1","Branch","856.347474","Four-Door Car","Large"
"PG26401","Washington","9191.672825","Basic","High School or Below","08/24/2015","Employed","M","77603","Married","114","Personal Auto","Offer2","Call Center","547.2","SUV","Medsize"
"NV91476","California","9581.281433","Premium","College","08/23/2015","Employed","F","75606","Married","119","Personal Auto","Offer1","Web","571.2","Four-Door Car","Medsize"
"SJ16410","Arizona","7532.262392","Extended","Bachelor","09/19/2015","Employed","M","41458","Single","98","Personal Auto","Offer3","Agent","191.100227","Four-Door Car","Medsize"
"BI17208","Oregon","2795.321353","Basic","College","08/20/2015","Unemployed","M","0","Married","74","Personal Auto","Offer1","Call Center","420.765993","Two-Door Car","Medsize"
"WR70403","Washington","5673.840992","Extended","High School or Below","09/25/2015","Unemployed","M","0","Divorced","82","Personal Auto","Offer1","Agent","445.001296","Two-Door Car","Medsize"
"ZZ22858","Arizona","15016.18511","Basic","Bachelor","08/01/2015","Employed","F","70619","Married","187","Personal Auto","Offer3","Branch","293.948632","Luxury Car","Medsize"
"EZ75048","California","3087.249746","Extended","Doctor","08/10/2015","Employed","M","41273","Married","77","Personal Auto","Offer2","Call Center","221.226696","Four-Door Car","Medsize"
"CN31328","Arizona","5480.701059","Basic","College","08/06/2015","Employed","F","46946","Divorced","70","Personal Auto","Offer2","Web","336","Four-Door Car","Medsize"
"ZP91150","Oregon","7944.973807","Premium","College","09/13/2015","Unemployed","M","0","Single","113","Corporate Auto","Offer1","Web","542.4","Four-Door Car","Medsize"
"LC77957","Oregon","8543.247323","Basic","Bachelor","08/14/2015","Employed","M","99180","Married","106","Personal Auto","Offer3","Branch","33.751887","SUV","Small"
"PT34656","California","5380.898636","Basic","College","09/24/2015","Employed","F","55350","Married","67","Personal Auto","Offer1","Agent","321.6","Four-Door Car","Medsize"
"MI99404","California","4650.063763","Basic","College","08/10/2015","Retired","M","28215","Single","65","Personal Auto","Offer1","Agent","468","Two-Door Car","Medsize"
"AI58313","Nevada","36946.06393","Basic","College","08/30/2015","Employed","F","75425","Divorced","116","Personal Auto","Offer2","Call Center","663.643801","Sports Car","Medsize"
"VA60020","Nevada","3314.55133","Extended","High School or Below","08/25/2015","Employed","F","63583","Married","83","Special Auto","Offer4","Agent","167.39959","Four-Door Car","Medsize"
"TW53467","California","4566.377261","Basic","Bachelor","08/12/2015","Unemployed","M","0","Single","66","Personal Auto","Offer3","Agent","475.2","Four-Door Car","Small"
"IC11062","Nevada","5597.12496","Extended","High School or Below","08/27/2015","Employed","F","37995","Married","139","Personal Auto","Offer1","Branch","667.2","SUV","Medsize"
"OO11531","Nevada","2540.551456","Basic","Master","08/23/2015","Employed","F","37125","Married","63","Personal Auto","Offer2","Agent","290.911693","Four-Door Car","Large"
"JV80614","California","2939.330187","Basic","College","08/29/2015","Employed","M","53357","Married","73","Personal Auto","Offer2","Call Center","55.320014","Four-Door Car","Medsize"
"IC70693","California","16068.34838","Basic","Bachelor","08/23/2015","Employed","F","70140","Married","199","Corporate Auto","Offer2","Web","955.2","Luxury Car","Medsize"
"JY45326","Oregon","7360.873696","Basic","College","08/16/2015","Employed","M","52380","Married","186","Personal Auto","Offer1","Call Center","892.8","Luxury SUV","Small"
"QW17940","California","2700.985899","Basic","High School or Below","08/29/2015","Employed","M","79292","Married","67","Corporate Auto","Offer2","Branch","55.394702","Four-Door Car","Medsize"
"AV25133","Oregon","3095.705571","Extended","College","08/12/2015","Unemployed","F","0","Single","92","Personal Auto","Offer3","Web","774.892461","Two-Door Car","Small"
"QJ57215","Nevada","4383.751482","Extended","College","08/25/2015","Unemployed","F","0","Single","123","Personal Auto","Offer1","Branch","1480.336748","SUV","Medsize"
"IG94072","Oregon","9928.874825","Extended","High School or Below","08/01/2015","Employed","F","75425","Married","123","Personal Auto","Offer1","Branch","823.798803","Sports Car","Large"
"WC28543","Arizona","2399.17815","Basic","Bachelor","08/23/2015","Disabled","M","20992","Married","64","Personal Auto","Offer2","Call Center","307.2","Two-Door Car","Medsize"
"DH13219","Washington","3402.777293","Extended","Bachelor","08/28/2015","Employed","M","57428","Married","85","Corporate Auto","Offer1","Call Center","414.649796","Four-Door Car","Medsize"
"ET80689","California","8711.302422","Basic","College","09/18/2015","Employed","M","92606","Married","109","Special Auto","Offer2","Branch","287.437831","SUV","Medsize"
"JD10245","California","4358.762008","Basic","High School or Below","08/31/2015","Employed","M","86001","Divorced","109","Personal Auto","Offer1","Agent","523.2","SUV","Medsize"
"XO96556","Arizona","2551.226692","Basic","Master","08/19/2015","Employed","M","79751","Married","63","Personal Auto","Offer3","Web","392.235698","Two-Door Car","Small"
"UJ61336","Arizona","5642.747998","Basic","Bachelor","09/09/2015","Employed","F","68654","Married","71","Personal Auto","Offer1","Web","208.048487","Four-Door Car","Medsize"
"XS94482","Arizona","4151.667368","Basic","Master","09/17/2015","Unemployed","F","0","Single","61","Personal Auto","Offer1","Web","208.892861","Two-Door Car","Medsize"
"QX57337","Oregon","2842.025913","Basic","Doctor","08/26/2015","Employed","F","92629","Single","72","Personal Auto","Offer2","Call Center","60.845685","Four-Door Car","Medsize"
"CZ35936","California","8791.444942","Basic","High School or Below","08/12/2015","Employed","F","54094","Single","112","Corporate Auto","Offer1","Agent","502.994931","SUV","Medsize"
"IM41800","Nevada","8268.272933","Basic","College","09/02/2015","Employed","M","95419","Married","70","Personal Auto","Offer3","Web","336","Four-Door Car","Medsize"
"GI70742","Oregon","8581.637267","Basic","High School or Below","08/15/2015","Employed","F","66466","Married","71","Personal Auto","Offer2","Call Center","293.016168","Four-Door Car","Medsize"
"HQ32112","Arizona","5244.40475","Extended","High School or Below","08/01/2015","Employed","M","68131","Married","130","Personal Auto","Offer4","Branch","226.607648","SUV","Medsize"
"CC85895","Nevada","8509.019846","Basic","Bachelor","08/12/2015","Employed","F","56481","Married","106","Personal Auto","Offer1","Branch","273.250112","SUV","Medsize"
"CF40646","California","4743.615503","Basic","College","09/10/2015","Employed","M","70082","Married","119","Personal Auto","Offer1","Web","571.2","SUV","Small"
"RF39856","Nevada","22754.66137","Basic","Bachelor","09/08/2015","Employed","M","51437","Married","115","Corporate Auto","Offer3","Branch","244.086665","SUV","Medsize"
"VT85216","Nevada","5335.015944","Basic","High School or Below","08/26/2015","Unemployed","M","0","Single","73","Personal Auto","Offer2","Agent","525.6","Four-Door Car","Medsize"
"SW69117","Oregon","6966.319103","Extended","College","09/10/2015","Disabled","M","27972","Married","90","Corporate Auto","Offer3","Call Center","240.318607","Two-Door Car","Medsize"
"EI58852","Arizona","21205.37785","Extended","High School or Below","09/11/2015","Employed","F","24930","Married","76","Personal Auto","Offer1","Branch","364.8","Four-Door Car","Medsize"
"FN61865","Nevada","4271.200049","Premium","Master","09/06/2015","Employed","F","26245","Single","110","Personal Auto","Offer4","Call Center","44.284642","Two-Door Car","Medsize"
"LI11560","California","5580.818466","Basic","Bachelor","09/05/2015","Employed","F","57883","Married","69","Personal Auto","Offer3","Agent","431.847824","Four-Door Car","Small"
"NY12562","Nevada","2224.089639","Basic","College","08/05/2015","Unemployed","F","0","Single","64","Corporate Auto","Offer2","Branch","483.25721","Four-Door Car","Medsize"
"GE46404","Oregon","2709.539796","Basic","College","08/17/2015","Employed","F","58828","Married","68","Personal Auto","Offer1","Agent","446.751243","Four-Door Car","Small"
"PP26786","Arizona","2890.338106","Basic","College","08/10/2015","Employed","M","51906","Married","73","Corporate Auto","Offer2","Branch","374.864662","Four-Door Car","Medsize"
"BE55425","Oregon","6403.577368","Extended","College","08/31/2015","Employed","M","28095","Married","82","Personal Auto","Offer3","Web","393.6","Four-Door Car","Medsize"
"SH75038","California","5981.381645","Basic","Bachelor","09/16/2015","Employed","F","88723","Divorced","74","Personal Auto","Offer1","Agent","355.2","Two-Door Car","Medsize"
"LD22387","California","6225.022266","Extended","High School or Below","08/16/2015","Employed","F","53078","Married","79","Corporate Auto","Offer2","Branch","200.97608","Four-Door Car","Medsize"
"FF94034","California","8496.358981","Basic","Bachelor","08/30/2015","Employed","F","88895","Divorced","106","Personal Auto","Offer1","Branch","209.863509","Sports Car","Medsize"
"YK16362","Arizona","10213.99111","Extended","Bachelor","08/08/2015","Employed","F","60078","Married","127","Corporate Auto","Offer3","Branch","140.819942","SUV","Medsize"
"DN10177","California","4547.162694","Basic","College","09/27/2015","Unemployed","M","0","Single","67","Personal Auto","Offer1","Call Center","321.6","Two-Door Car","Medsize"
"IV35546","Nevada","5741.696078","Basic","Master","09/08/2015","Employed","F","45820","Married","71","Corporate Auto","Offer1","Branch","249.742856","Four-Door Car","Medsize"
"SK12432","Arizona","2388.353882","Basic","Bachelor","09/14/2015","Unemployed","M","0","Single","73","Personal Auto","Offer2","Web","677.970934","Four-Door Car","Medsize"
"DF71709","California","12624.96121","Premium","College","08/19/2015","Medical Leave","M","12439","Divorced","115","Corporate Auto","Offer2","Agent","552","Two-Door Car","Medsize"
"UT61518","California","8382.478392","Basic","Bachelor","08/27/2015","Employed","M","25998","Married","71","Personal Auto","Offer2","Call Center","791.878042","Four-Door Car","Medsize"
"PU75847","Arizona","4964.666365","Basic","College","08/31/2015","Employed","M","98451","Married","62","Personal Auto","Offer4","Agent","316.546868","Four-Door Car","Small"
"XA47378","California","2871.437451","Basic","Bachelor","08/11/2015","Employed","F","23803","Married","72","Corporate Auto","Offer4","Branch","410.548521","Two-Door Car","Small"
"NE22677","California","13080.78528","Extended","College","09/14/2015","Unemployed","M","0","Divorced","124","Special Auto","Offer1","Web","595.2","SUV","Small"
"HV62406","Oregon","2482.411991","Basic","High School or Below","08/13/2015","Disabled","F","26100","Single","67","Personal Auto","Offer1","Agent","482.4","Four-Door Car","Medsize"
"VS20668","Nevada","2726.834065","Basic","Bachelor","08/16/2015","Unemployed","F","0","Single","73","Personal Auto","Offer4","Branch","376.923839","Four-Door Car","Medsize"
"YZ79232","Oregon","4776.186527","Basic","Master","09/05/2015","Unemployed","M","0","Single","67","Personal Auto","Offer2","Web","315.215329","Four-Door Car","Medsize"
"ND87457","Nevada","6091.89923","Extended","Bachelor","09/03/2015","Employed","M","65252","Divorced","78","Personal Auto","Offer2","Branch","482.48791","Four-Door Car","Medsize"
"TY59231","California","5015.009472","Extended","Bachelor","09/03/2015","Employed","F","48567","Single","130","Personal Auto","Offer2","Agent","624","SUV","Medsize"
"DA54619","Oregon","9035.671134","Premium","High School or Below","08/21/2015","Employed","F","34337","Married","113","Personal Auto","Offer2","Web","542.4","Four-Door Car","Large"
"OL27257","Nevada","4381.880534","Premium","College","08/01/2015","Medical Leave","F","20394","Married","115","Personal Auto","Offer1","Branch","508.614758","Two-Door Car","Medsize"
"TH86528","Washington","5775.517825","Extended","High School or Below","09/25/2015","Unemployed","F","0","Single","76","Personal Auto","Offer3","Call Center","784.611446","Two-Door Car","Small"
"DS34823","Arizona","4250.282624","Basic","High School or Below","08/18/2015","Unemployed","F","0","Single","61","Personal Auto","Offer1","Agent","292.8","Four-Door Car","Small"
"HB24005","California","2347.048112","Basic","College","09/02/2015","Employed","M","31617","Single","62","Personal Auto","Offer1","Agent","244.269407","Four-Door Car","Small"
"ZV96574","California","6940.069184","Basic","High School or Below","08/16/2015","Unemployed","F","0","Married","62","Corporate Auto","Offer2","Branch","297.6","Four-Door Car","Medsize"
"JC80093","Washington","2572.506605","Basic","Master","08/07/2015","Employed","M","21104","Divorced","66","Personal Auto","Offer4","Branch","118.454974","Four-Door Car","Medsize"
"KN24990","Arizona","41491.74481","Basic","College","08/14/2015","Employed","M","37748","Married","181","Personal Auto","Offer1","Web","868.8","Luxury Car","Small"
"RR39751","California","3571.346578","Extended","Bachelor","08/18/2015","Unemployed","F","0","Married","96","Personal Auto","Offer1","Branch","438.661509","Four-Door Car","Medsize"
"BN80677","Oregon","12734.21253","Extended","Bachelor","08/07/2015","Employed","M","25023","Single","82","Corporate Auto","Offer1","Branch","397.139856","Two-Door Car","Medsize"
"WL74893","Oregon","4529.112791","Basic","College","09/24/2015","Unemployed","F","0","Married","62","Special Auto","Offer3","Agent","271.164139","Four-Door Car","Medsize"
"ZN59196","Oregon","4177.876779","Premium","Bachelor","08/13/2015","Medical Leave","F","14108","Married","109","Personal Auto","Offer1","Call Center","523.2","Four-Door Car","Small"
"PF77449","Washington","9824.745841","Extended","High School or Below","08/26/2015","Employed","F","23923","Married","82","Personal Auto","Offer3","Call Center","393.6","Four-Door Car","Medsize"
"HO38996","Oregon","2430.801647","Basic","High School or Below","09/17/2015","Unemployed","M","0","Married","67","Special Auto","Offer4","Call Center","321.6","Four-Door Car","Medsize"
"YU86361","Washington","19160.98994","Extended","Master","09/20/2015","Employed","F","22705","Divorced","239","Personal Auto","Offer2","Agent","1294.700423","Luxury SUV","Medsize"
"PJ13204","California","3301.518961","Extended","High School or Below","08/25/2015","Unemployed","F","0","Married","89","Corporate Auto","Offer1","Call Center","427.2","Two-Door Car","Large"
"SP63623","Oregon","4692.098956","Basic","College","08/03/2015","Unemployed","M","0","Single","69","Personal Auto","Offer1","Agent","506.92275","Four-Door Car","Large"
"DP33625","Arizona","8092.87696","Basic","College","09/05/2015","Employed","M","50825","Married","102","Personal Auto","Offer1","Agent","369.614729","SUV","Medsize"
"BJ18904","Arizona","3964.534974","Basic","College","09/22/2015","Medical Leave","M","14616","Married","106","Personal Auto","Offer1","Agent","575.260213","SUV","Small"
"TR26615","Oregon","2497.531509","Basic","High School or Below","08/17/2015","Unemployed","M","0","Married","69","Corporate Auto","Offer2","Branch","272.381465","Two-Door Car","Medsize"
"ZD44648","Arizona","9656.212573","Extended","College","09/12/2015","Employed","M","29504","Single","125","Personal Auto","Offer4","Web","1224.56345","SUV","Medsize"
"QW60568","California","8888.143979","Premium","College","09/06/2015","Employed","M","58789","Married","111","Corporate Auto","Offer3","Call Center","215.438825","Four-Door Car","Medsize"
"XS78545","Oregon","7347.410517","Basic","College","08/18/2015","Employed","F","29491","Married","61","Personal Auto","Offer3","Web","292.8","Four-Door Car","Medsize"
"EU19773","Arizona","8578.364528","Premium","High School or Below","08/19/2015","Employed","F","78077","Married","107","Personal Auto","Offer2","Branch","438.069458","Four-Door Car","Medsize"
"ZL45417","California","3467.323976","Extended","High School or Below","08/18/2015","Unemployed","F","0","Single","96","Personal Auto","Offer3","Agent","799.251165","Two-Door Car","Small"
"JS58659","Nevada","8901.468512","Basic","Bachelor","08/13/2015","Employed","M","76558","Married","74","Special Auto","Offer4","Agent","216.980413","Four-Door Car","Medsize"
"XK84089","California","2619.337376","Basic","Bachelor","09/05/2015","Employed","M","78618","Divorced","66","Personal Auto","Offer1","Agent","225.578841","Two-Door Car","Medsize"
"LH91968","Oregon","8838.085637","Basic","Bachelor","08/21/2015","Employed","M","82664","Married","114","Corporate Auto","Offer2","Agent","133.425609","SUV","Medsize"
"NX63627","Oregon","10127.77087","Extended","Doctor","08/16/2015","Medical Leave","M","23053","Married","132","Personal Auto","Offer2","Agent","780.941649","Sports Car","Medsize"
"ND62955","Nevada","4633.452912","Basic","Bachelor","08/05/2015","Employed","M","50250","Married","117","Personal Auto","Offer3","Agent","561.6","SUV","Medsize"
"YQ11786","Oregon","7796.000083","Basic","High School or Below","09/03/2015","Employed","M","32169","Married","199","Personal Auto","Offer4","Call Center","785.82348","Luxury SUV","Medsize"
"TM13955","Washington","2993.024583","Extended","Master","09/15/2015","Unemployed","M","0","Married","80","Corporate Auto","Offer1","Branch","286.115778","Four-Door Car","Medsize"
"IA91291","Arizona","7985.472561","Basic","College","08/06/2015","Employed","F","99069","Married","66","Corporate Auto","Offer4","Branch","77.442722","Four-Door Car","Medsize"
"RO89785","Oregon","3508.569533","Extended","College","08/05/2015","Medical Leave","M","20978","Married","98","Personal Auto","Offer2","Branch","1176.2788","Four-Door Car","Small"
"QW40898","Arizona","2722.210707","Basic","College","09/02/2015","Medical Leave","F","17576","Married","71","Personal Auto","Offer2","Call Center","398.502948","Four-Door Car","Medsize"
"ZD40816","Nevada","2783.583044","Basic","Bachelor","08/22/2015","Employed","M","42297","Married","71","Personal Auto","Offer4","Agent","200.38673","Four-Door Car","Medsize"
"PD82395","Arizona","8649.997286","Premium","Bachelor","08/21/2015","Unemployed","F","0","Married","115","Special Auto","Offer1","Branch","824.597262","Four-Door Car","Small"
"NW23827","California","4652.91278","Basic","College","08/05/2015","Unemployed","F","0","Married","63","Personal Auto","Offer1","Agent","151.231247","Four-Door Car","Medsize"
"GG61186","Nevada","8395.806331","Premium","Doctor","08/11/2015","Unemployed","F","0","Married","110","Personal Auto","Offer1","Agent","161.092415","Four-Door Car","Medsize"
"TB31268","Arizona","8804.53711","Basic","College","08/14/2015","Employed","F","48990","Married","74","Personal Auto","Offer2","Web","355.2","Four-Door Car","Medsize"
"SX98462","Oregon","7155.337765","Basic","College","09/28/2015","Disabled","M","16916","Married","64","Personal Auto","Offer3","Agent","377.512951","Four-Door Car","Medsize"
"OL82456","Oregon","3954.344534","Basic","Bachelor","09/25/2015","Disabled","M","18375","Married","103","Personal Auto","Offer1","Branch","535.080276","Sports Car","Large"
"DN14211","Oregon","15032.9003","Basic","College","08/17/2015","Medical Leave","M","17150","Married","65","Personal Auto","Offer1","Agent","689.800891","Two-Door Car","Medsize"
"ZG12619","Washington","8257.666512","Basic","Bachelor","08/12/2015","Disabled","F","23815","Married","73","Personal Auto","Offer2","Call Center","424.330166","Four-Door Car","Medsize"
"VH31071","Arizona","9256.918609","Basic","College","08/19/2015","Disabled","F","21947","Married","118","Personal Auto","Offer1","Call Center","566.4","SUV","Large"
"SP36555","Arizona","6507.751779","Extended","Bachelor","08/20/2015","Unemployed","M","0","Single","97","Personal Auto","Offer1","Agent","863.219668","Four-Door Car","Medsize"
"ME83611","Nevada","2530.705137","Basic","Bachelor","08/21/2015","Employed","F","89451","Single","63","Personal Auto","Offer2","Web","61.769564","Four-Door Car","Medsize"
"PH85036","Washington","5482.549359","Basic","Bachelor","09/10/2015","Employed","F","79325","Married","68","Corporate Auto","Offer2","Agent","251.294821","Four-Door Car","Medsize"
"PE54870","Oregon","4050.506193","Basic","College","09/26/2015","Employed","M","88454","Divorced","101","Personal Auto","Offer1","Web","308.749796","SUV","Medsize"
"DT52189","California","6326.679236","Extended","High School or Below","08/10/2015","Unemployed","F","0","Divorced","87","Personal Auto","Offer3","Call Center","417.6","Four-Door Car","Medsize"
"XN48526","California","2627.76229","Basic","College","09/04/2015","Medical Leave","F","20943","Married","69","Personal Auto","Offer3","Branch","240.00056","Four-Door Car","Medsize"
"KW52227","California","7814.604545","Basic","Bachelor","09/07/2015","Employed","M","51972","Married","66","Personal Auto","Offer2","Web","316.8","Four-Door Car","Medsize"
"JC98569","Oregon","6314.579645","Extended","College","08/16/2015","Employed","F","54408","Married","79","Personal Auto","Offer2","Branch","288.329793","Four-Door Car","Medsize"
"BG48083","Nevada","6386.278164","Extended","Bachelor","08/20/2015","Employed","F","23751","Single","82","Personal Auto","Offer1","Web","586.921708","Two-Door Car","Medsize"
"PD19551","California","2537.969253","Basic","Bachelor","09/11/2015","Employed","F","37612","Divorced","64","Personal Auto","Offer3","Call Center","307.2","Four-Door Car","Small"
"BJ13380","Oregon","5335.375586","Basic","Bachelor","09/28/2015","Employed","F","91603","Single","69","Personal Auto","Offer1","Agent","472.67262","Four-Door Car","Small"
"HY25004","Arizona","4549.079221","Basic","High School or Below","08/10/2015","Unemployed","F","0","Married","62","Personal Auto","Offer2","Call Center","639.758314","Two-Door Car","Medsize"
"WF50693","Oregon","4836.21886","Extended","High School or Below","08/08/2015","Disabled","M","16450","Married","128","Corporate Auto","Offer1","Branch","871.484565","SUV","Medsize"
"MA45099","Oregon","6478.801192","Extended","Bachelor","09/24/2015","Employed","M","50864","Married","83","Corporate Auto","Offer1","Agent","158.362972","Four-Door Car","Medsize"
"ZC69696","Arizona","35440.14262","Basic","College","09/16/2015","Employed","F","74560","Divorced","110","Personal Auto","Offer1","Branch","528","SUV","Medsize"
"VO43359","California","2404.380963","Basic","High School or Below","09/24/2015","Employed","M","62488","Married","62","Personal Auto","Offer2","Call Center","200.689331","Four-Door Car","Medsize"
"OM63954","California","9264.565015","Premium","Bachelor","09/14/2015","Employed","F","55837","Single","117","Personal Auto","Offer2","Agent","741.867506","Two-Door Car","Medsize"
"GV71044","Oregon","2433.024631","Basic","College","09/28/2015","Unemployed","F","0","Single","66","Personal Auto","Offer1","Agent","475.2","Two-Door Car","Medsize"
